"numeroArticle","texteArticle"
"v9-1236-6","Lentilles , ( Med. ) ​ ​ ce sont de petites taches roussâtres qui sont répandues çà & là sur la peau du visage & des mains, particulierement dans les personnes qui ont la peau délicate ; elles viennent surtout dans le tems chaud quand on s’expose au soleil & à l’air ; elles sont formées des vapeurs fuligineuses qui s’arrêtent & qui se coagulent dans la peau. Voyez le Traité des maladies de la peau, par Turner. On les appelle en latin lentigines , parce qu’elles ont la figure & la couleur des lentilles ; les François les appellent rousseurs & bran de Judas ; les Italiens, rossore & lentigine . Les lentilles paroissent être formées des parties terrestres, huileuses & salines de la sueur, qui sont retenues dans la substance réticulaire de la peau : tandis que les parties aqueuses qui leur servoient de véhicule, s’évaporent par la chaleur du corps, ces parties plus grossieres s’amassent peu-à-peu, jusqu’à ce que les mailles de la peau en soient remplies. Il y a continuellement quelques parties de sueur qui suintent de la cuticule ; & comme elles sont d’une nature visqueuse, elles retiennent la poussiere & tout ce qui voltige dans l’air : cette matiere visqueuse s’arrête sur la surface des lentilles , & plus on l’essuie, plus on la condense, ce qui la force de s’introduire dans les petites cavités des lentilles . On trouve plus de lentilles au-tour du nez que partout ailleurs, & cela parce que la peau y étant plus tendue, les pores sont plus ouverts & plus propres à donner entrée à la poussiere. Il suit de là qu’on ne peut guere trouver un remede sûr pour garentir des lentilles ; il peut y en avoir qui dissipent pour un tems la matiere déja amassée, mais les espaces vuides se remplissent de rechef. Le meilleur remede, selon M. Homberg, est le fiel de bœuf mêlé avec de l’alun : il faut que cet alun ait été précipité & exposé au soleil dans une phiole fermée pendant trois ou quatre mois ; il agit comme une lessive, en pénétrant les pores de la peau & dissolvant le coagulum des lentilles . Mém. de l’académ. des Scienc. année , p. , &c."
"v9-1721-0","LITHIASIE ou LITHIASIS , est aussi une maladie des paupieres qui consiste dans des petites tumeurs dures & pétrifiées, engendrées sur leur bord. On les nomme autrement gravelles ; elles sont causées par une lymphe épaissie, endurcie & convertie en petites pierres ou sables dans quelques grains glanduleux ou plutôt dans quelques vaisseaux lymphatiques ; ce qui les rend enkistées. On fait facilement l’extraction de ces pierres avec une petite incision sur le kiste, jusqu’au corps étranger qu’on fait ensuite sauter avec une petite curette. La bonne Chirurgie prescrit que l’incision soit faite à la paupiere inférieure suivant sa longueur, c’est-à-dire d’un angle à l’autre pour suivre la direction des fibres du muscle orbiculaire. Au contraire les incisions intérieures qui se pratiquent à la paupiere supérieure, doivent se faire de haut en bas, de crainte de couper transversalement les fibres de l’aponevrose du muscle releveur de cette paupiere. Lorsqu’on a quelques incisions à faire à l’intérieur des paupieres, il faut les renverser. Voyez Speculum Oculi . ( Y ) ​ ​"
"v9-1912-0","LORDOSE , s. f. ( Medecine. ) ​ ​ λόρδωσις, λορδωλία , maladie des os propre aux ulceres. Ce nom vient du grec λορδὸς qui signifie plié, courbe en-devant ; ainsi suivant l’étymologie & la signification rigoureuse, on appelle de ce nom l’état de l’épine opposé à la bosse, c’est-à-dire dans lequel les vertebres se courbent, se déjettent vers les parties antérieures, & laissent un vuide dans le dos ; c’est ainsi que Galien l’a défini, comment. III. in lib. de articul . où il dit que cette maladie n’est autre chose que la distorsion ( διαστροφὴ ) de l’épine, sur le devant ( εἰς τὰ πρόσω ) occasionnée par cette inclinaison des vertebres : cependant Hippocrate moins exact, confond ce nom avec ceux de Βωλία & de Κυφωλία , par lesquels il désigne la bosse, lib. de articul . Ce vice, suite du rachitis, dépend absolument des mêmes causes que la bosse, & lorsqu’il est guérissable, c’est par les mêmes remedes ; il pourroit aussi être occasionné par un coup, par une chûte, &c. Voyez Bosse . Cependant il faut remarquer que cet état-ci est beaucoup plus dangereux. Les visceres de la poitrine ou du bas-ventre sont beaucoup plus génés, lorsque l’épine se porte en-dedans ; il est impossible que leurs fonctions se fassent avec l’aisance requise ; aussi ne voit-on personne vivre avec une pareille maladie. Article de M. Menuret ​ ​ ."
"v9-2040-2","Luette . ( maladies de la ) cette partie est sujette à s’enflammer, & à devenir grosse & longue par un engorgement d’humeur pituiteuse. Dans le premier cas, les saignées, le régime humectant, & les gargarismes rafraîchissans peuvent calmer l’inflammation, & résoudre la tumeur. Si elle se terminoit par gangrène, comme on le voit quelquefois dans la maladie vénérienne, il faudroit en faire l’amputation. La luette relâchée par des humeurs exige des gargarismes astringens & fortifians. On lui donne aussi ​ ​ du ressort en mettant dans une petite cueiller du poivre en poudre fine, que l’on porte sous la luette pour la saupoudrer. Mais si elle étoit devenue blanche, longue, sans irritabilité, & incapable d’être rétablie dans son état naturel, il faudroit en retrancher la partie excédente. Celse a parlé de cette opération, en disant qu’il faut saisir la luette avec des pinces, & couper au-dessus ce qu’il est nécessaire d’emporter. Mais Fabrice d’Aquapendente ne trouve pas cette opération facile : comment, dit-il, saisir la luette avec des pincettes d’une main, & la couper de l’autre dans la partie la plus étroite, la plus profonde & la plus obscure de la bouche, principalement par la nécessité qu’il y a d’une main-tierce pour abaisser la langue ? C’est pourquoi, dit-il, je ne me sers point de pinces. J’abaisse la langue, & je coupe la luette avec des petits ciseaux. Il seroit à propos d’avoir pour cette opération des ciseaux, dont les lames échancrées en croissant embrasseroient la luette , & la couperoient nécessairement d’un seul coup. °. Les branches doivent être fort longues, & former une courbe de côté du plat des lames, afin d’avoir les anneaux fort bas, & que la main ne bouche pas le jour. Fabricius Hildanus avoit imaginé un anneau cannelé, portant un fil noué, propre à embrasser la luette , & à la lier. Scultet a corrigé cet instrument, & dit s’en être servi utilement à Ulm le Juin , sur un soldat de l’empereur, qui avoit la luette pourrie. Après que Fabrice d’Aquapendente avoit coupé la portion de luette relâchée, qu’il avoit jugé à propos de retrancher ; il portoit un instrument de fer, fait en forme de cueiller, bien chaud, non pour brûler & cautériser la luette , mais pour fortifier la chaleur naturelle presque éteinte de la partie, & rappeller sa vie languissante. Nous avons parlé au mot Feu , comment cet auteur s’étoit servi du feu d’une façon qu’il n’avoit pas une action immédiate, dans la même intention de fortifier & de resserrer le tissu d’une partie trop humide. ( Y ) ​ ​"
"v9-2510-5","Mal caduc . Voyez Epilepsie . M. Turberville rapporte dans les transactions philosophiques , l’histoire d’un malade qui étoit attaqué du mal caduc . Il observa dans son urine un grand nombre de vers courts qui avoient beaucoup de jambes, & semblables aux vers à mille piés. Tant que les vers furent vivans & eurent du mouvement, les accès revenoient tous les jours ; mais aussi-tôt qu’il lui eut fait prendre une demi-once d’oximel avec de l’ellebore dans de l’eau de tanaise, les vers moururent, & la maladie cessa."
"v9-2528-3","Maladie hongroise , ( Médecine. ) ​ ​ c’est le nom d’une maladie qui est du genre des fievres malignes, & en quelque façon endémique & contagieuse. On l’appelle autrement fievre hongroise ; son signe distinctif & caractéristique est qu’outre tous les symptomes généraux de fievres continues & remittentes, le malade souffre une douleur intolérable à l’orifice inférieur de l’estomac qui est enflé, & douloureux au moindre attouchement. Cette maladie paroît d’ordinaire en automne, après une saison pluvieuse, dans les lieux humides, marécageux, où les habitans ont manqué de bonne eau & de bonne nourriture. La fievre de cette espece est en conséquence contagieuse & fréquente dans les camps & les armées. Voyez le traité du d r Pringle sur cette matiere intitulée : Observations on the diseases of the army . Les causes pathognomiques de la maladie hongroise hors de la contagion, autant qu’on en peut juger, semblent être une matiere bilieuse, âcre, putride, qui s’est en partie rassemblée à l’orifice de l’estomac, & en partie mêlée avec les autres humeurs dans la circulation. Cette matiere bilieuse, âcre, putride, adhérente au ventricule, cause la cardialgie, le mal de tête par la communication des nerfs, une chaleur & une ardeur mordicante, l’anoréxie, l’anxiété, les nau- ​ sées, une soif continuelle & violente, & autres maux de l’estomac & du bas-ventre, accompagnés d’une fievre continue ou remittente qui redouble sur le soir. Cette maladie se guérit par des vomissemens naturels, ou par un cours-de-ventre bilieux ; la guérison n’est qu’incomplette par les urines ou par des sueurs. Si la matiere morbifique reste dans le corps, elle prolonge la maladie au delà du cours des maladies aiguës, produit la sécheresse ou la saleté de la langue, des anxiétés, la difficulté de respirer, l’esquinancie, la surdité, l’assoupissement, le délire, la phrénésie, & quelquefois une hémorrhagie symptomatique. Rarement cette maladie se termine par un abscès ou des parotides, mais elle amene des pétéchies, ou dégénere en sphacele sur les extrémités. La méthode curative, lorsque la cause procede d’une mauvaise nourriture, est d’abord un vomitif diluent. Si les maux de tête & du bas-ventre s’y trouvent joints, les purgatifs doux, antiphlogistiques, sont préférables aux vomitifs ; quand la maladie provient de contagion sans aucun signe de dépravation d’humeurs, il faut employer dans la cure les acides & les antiputrides, en tenant le ventre libre. La saignée & les échauffans doivent être évités comme contraires aux principes de l’art. Cette maladie est quelquefois si cruelle dans des tems de contagion, que Schuckius, qui en a fait un traité , la nomme lues pannoniæ , & en allemand, ungarische pest . ( D. J .) ​ ​"
"v9-2528-5","Maladie imaginaire , ( Médecine. ) ​ ​ cette maladie concerne une personne qui, attaquée de mélancholie, ou trop éprise du soin d’elle même, & s’écoutant sans cesse, gouverne sa santé par poids & par mesure. Au lieu de suivre le desir naturel de manger, de boire, de dormir, ou de se promener à l’exemple des gens sages, elle se regle sur des ordonnances de son cerveau, pour se priver des besoins & des plaisirs que demande la nature, par la crainte chimérique d’altérer sa santé, qu’il se croit des plus délicates. Cette triste folie répand dans l’ame des inquiétudes perpétuelles, détruit insensiblement la force des organes du corps, & ne tend qu’à affoiblir la machine, & en hâter la destruction. C’est bien pis, si cet homme effrayé se jette dans les drogues de la pharmacie, & s’il est assez heureux au bout de quelque tems, pour qu’on puisse lui adresser le propos que Béralde tient à Argan dans Moliere : « Une preuve que vous n’avez pas besoin des remedes d’apothicaire, c’est que vous avez encore un bon tempérament, & que vous n’êtes pas crevé de toutes les médecines que vous avez prises ». ( D. J .) ​ ​"
"v10-1958-0","MORDEHI , s. m. ( Medecine. ) ​ ​ Les Indiens appellent de ce nom une espece de langueur d’estomac ​ qui leur est très-familiere ; elle est principalement occasionnée par les grandes chaleurs qui provoquent des sueurs abondantes, sur-tout lorsquelles sont suivies de froid ; & si dans ces circonstances les Indiens font le moindre excès dans le boire ou le manger, surtout le soir, leur estomac affoibli & relâché ne peut pas le digérer sans peine & parfaitement, & donne par-là lieu à des diarrhées fréquentes & très-opiniâtres. Les roborans toniques, les boissons acidules, sont les remedes qui paroissent les plus appropriés ; & je crois que de l’eau bien fraîche sur-tout pourroit guérir & même prévenir ces diarrhées. Frédéric Hoffman, de qui nous tenons ce que nous avons dit sur la nature de cette maladie, dissert. de morb. certo regionib. & popul. propriis , n’a pas daigné ou n’a pas pu nous instruire des remedes que la nature, le seul medecin qu’ils aient, leur fournit, & des succès qu’ils ont. Le mordehi est peut-être le même malade que le mordexin."
"v10-2063-0","MOSQUITES , s. f. ( Médecine. ) ​ ​ boutons de couleur rougeâtre qui paroissent sur la peau, & sont suivis d’une démangeaison insupportable ; cette maladie est commune dans les Indes. On guérit cette démangeaison par un mélange d’eau, de vinaigre, de crystal minéral, dans lequel on trempe un linge qu’on applique sur la partie ; on doit se garder de remuer les humeurs & de les faire rentrer au dedans par l’usage des purgatifs ; les sudorifiques avec les topiques paroissent les seuls remedes indiqués."
"v11-1164-0","ODAXISME , ( Medecine. ) ​ ​ mot grec dérivé de δάμεω , je mords , & employé par différens auteurs pour désigner une sensation desagréable, plus forte que la démangeaison, & fort analogue à celle qui est l’effet d’une morsure . C’est dans ce sens général que Vanhelmont l’emploie ; Dioscoride l’applique aussi à une affection des reins où le malade ressentoit cette espece de douleur, il dit qu’alors les reins étoient ὀδαξουμενοι , comme mordus . Hippocrate, suivi en cela par le plus grand nombre de médecins, restreint le nom d’ odaxisme à cette démangeaison vive & quelquefois douloureuse que les enfans éprouvent aux gencives, lorsqu’elles sont un peu percées & déchirées par les dents qui font effort pour sortir : pendant la dentition , dit-il, non seulement il y a odaxisme, mais encore il survient des convulsions , &c. aphorism. . lib. III . d’où il paroît que ce mot seul signifie une affection des gencives , que presque tous les auteurs ont rendu par démangeaison ."
"v11-1233-0","ŒSOPHAGE, maladie de l’ ( Medecine. ) ​ ​ le canal membraneux, enduit intérieurement d’une mu- ​ ​ cosité qui le rend glissant, se nomme œsophage . Il prend, comme on sait, son origine dans le gosier, & va se terminer dans l’estomac, où il fait passer tout ce qu’on doit avaler ou rejetter. Quoique ce canal soit également fort & musculaire, cependant il est sujet à plusieurs maladies. Son défaut d’humidité produit le desséchement, & rend la déglutition plus difficile ; on y remédie par le fréquent usage des mucilagineux & des humectans. Son acrimonie qui vient moins des alimens qu’on a pris que de la mucosité elle-même devenue trop âcre, & qui est quelquefois la cause du hoquet, s’adoucit par les émolliens balsamiques. Il faut chasser dehors cette mucosité, & en changer la nature par le secours des détersifs. Les aphthes qui ont coutume d’affecter l’ œsophage , trouveront la guérison dans l’application des remedes appropriés à cette maladie. Si la corrosion, le frottement, ou l’excoriation vient à enlever la surpeau de cette partie, il en résulte une déglutition difficile & douloureuse : si elle est produite par des corps âpres qu’on a avalé, elle se guérira par la boisson des adoucissans & des mucilagineux ; mais si elle doit sa naissance à une mucosité acrimonieuse, il faut recourir en même tems aux antisceptiques. L’ulcere qui survient à l’ œsophage demande l’usage des balsamiques, joint à l’abstinence de tous les alimens d’une déglutition pénible. ( D. J .) ​ ​"
"v11-1299-1","Oisiveté , ( Médec. ) ​ ​ c’est la source de bien de maladies, car outre qu’elle épaissit les humeurs, & ​ relâche les solides, elle énerve le corps & accélere la vieillesse. C’est elle qui produit dans les voluptueux & les gens mous & efféminés toutes les maladies qui dépendent de l’acrimonie ; comme la goutte, la pierre, le scorbut, la mélancholie, la manie, & enfin le désespoir du tems perdu. L’éducation molle & oisive de la jeunesse, dans notre siecle, nous dispose dès l’âge le plus tendre à toutes les maladies qui proviennent de l’ oisiveté ; telles que la mollesse, la laxité, la foiblesse dans les fibres, l’acrimonie, l’alkalescence des humeurs, les maladies chroniques si communes & si variées de nos jours, & si peu connues des anciens, ne sont dûes qu’à cette même éducation, qui de mâle & vigoureuse qu’elle étoit parmi les Romains & les Grecs, est devenue languissante & efféminée parmi nous : aussi voyons-nous peu de gens qui jouissent d’une santé robuste. Le travail est le remede à tous les maux qu’entraîne avec elle l’ oisiveté . De-là vient que le célebre Loke ordonne d’exercer beaucoup la jeunesse, & de l’accoutumer dès l’âge le plus tendre au travail ; cette méthode seroit plus utile, & il arriveroit que les gens de lettres s’adonneroient aux différens exercices du corps, ce qui les rendroit plus sains & plus robustes. L’amour du travail des mains & sa continuité donne aux gens de la campagne cette vigueur qui ne se trouve point dans les villes, & qui résiste à toutes les maladies dont nous avons parlé. Les médecins devroient donc insister sur la nécessité de changer l’éducation journaliere ; ils contribueroient en cela à la conservation de la santé."
"v11-1569-0","OPPILATION , s. f. ( Médec. ) ​ ​ ce mot est tiré du latin oppilatio , & signifie littéralement obstruction : il repond aux mots grecs εμφραξις & στεγνωσις : aussi Rhodius remarque qu’on s’en servoit sur-tout pour désigner obstruction forte & serrée. On trouve souvent ce terme dans les anciens auteurs & traducteurs latins. Son usage est beaucoup moins fréquent depuis plus d’un siecle ; & à présent on ne l’emploie même plus dans cette signification. Dans le style familier il est assez usité, comme synonyme de pâles-couleurs , & principalement lorsque la maladie est légere, ou ne fait que commencer ; voyez Pales-couleurs . On dit communément, l’ oppilation est une maladie très-ordinaire aux jeunes filles, & funeste à leur beauté : de-là sont venues ces façons de parler usitées, une fille commence à s’oppiller , quand on la voit triste & rêveuse, que la couleur de son visage s’altere, & fait place à une couleur jaunâtre, qu’elle mange avec passion & en cachette des choses absurdes, nuisibles. Les cendres, le mortier sont des objets ordinaires de l’ oppilation . Aucun remede ne désoppile plus sûrement, plutôt & plus agréablement que le mariage. Voyez Pales-couleurs , Pica , Mariage ."
"v11-1705-0","ORGASME , s. m. ( Médec. ) ​ ​ les corps vivans dans l’état de santé ont un mouvement perpétuel produit par l’organe vital & particulier, mais indépendant de l’organe animal. Le mouvement vital qui procede d’irritation devient d’autant plus grand, que la cause qui lui donne naissance agit avec plus de force. Il n’en est pas de même du mouvement animal, qui ne peut s’augmenter que par une cause très-violente. Mais si cette loi de la nature change, de façon que par la cause la plus légere, qui, dans un homme en santé n’exciteroit aucun mouvement, il en résulte un considérable qui aille jusqu’au désordre, ou qu’une cause ordinaire augmente ce trouble, ou qu’enfin, sans cause quelconque, les parties souffrent des mouvemens violens & confus, un tel changement de disposition s’appelle orgasme ; d’autres le nomment irritabilité, oscillation violente, mobilité, crispation . On remarquera très-souvent un tel état dans l’organe vital & particulier, °. dans l’âge tendre ; & il est d’autant plus grand, que l’enfant est nouvellement né. °. Dans un corps valétudinaire, sur-tout après des évacuations trop abondantes, & de longues maladies. °. Dans ceux qui sont accablés de chagrin, & sujets à quelque grande passion de l’ame. °. Dans les femmes, & encore plus particulierement dans celles qui ont des fleurs blanches, ou qui sont attaquées d’une suppression de regles, ou qui les ont trop abondantes. °. Dans les hommes qui ont les humeurs tenues & âcres. °. Dans toutes les parties privées de mucosité ou de l’épiderme, leur tégument naturel. °. Dans l’idiosyncrasie, & lorsque les causes qui produisent cet accident surviennent inopinément. Les effets qui en résultent, varient autant que l’état même. L’affoiblissement succede ordinairement aux paroxismes. Dans le tems de l’ orgasme , on observe des mouvemens déréglés toniques dans le mouvement vital, & même dans le mouvement animal, quand le mal est augmenté. De là les malades sont attaqués de syncopes, de douleurs de tête, de flatuosités, de borborygmes, de douleurs des lombes, souvent accompagnées de froid, de tension dans les visceres, de constipation, de tympanite qui se dissippe & qui reparoît, de mouvemens épileptiques, de vertiges, de tintemens d’oreilles, du sentiment d’une grosseur qui monte du bas-ventre vers la gorge ; voilà ce qu’on appelle la passion hystérique . Ce n’est pas tout, on éprouve des commotions dans l’hypocondre droit ou gauche, ou au milieu du ventre, comme si un animal vivant y étoit caché. On souffre des palpitations de cœur, & des anxiétés spontanées dans les parties voisines de ce viscere. Les malades dont nous parlons tombent aisément en syncope, à l’occasion d’une odeur déplaisante, de quelque passion, enfin de quelque mouvement extraordinaire ; le plus léger médicament émétique ou purgatif dérange singulierement toute leur économie animale. Dans les attaques d’ orgasme leur urine est d’abord blanche, épaisse, ensuite aqueuse, lympide, & ​ ​ olaire comme de l’eau de roche. S’il arrive une colliquation, on y remarque de petits grains. Assez souvent il survient aux femmes qui sont dans cet état, la suppression de leurs regles. Si elles sont à la fin de leur grossesse, elles sont sujettes à grand nombre de symptomes effrayans. Elles ne digerent point leur nourriture, & pour l’ordinaire elles la vomissent. Enfin, ce mal est un protée qui revêt toutes sortes de formes. Avant que d’indiquer la méthode curative, il faut rapporter ici quelques observations. °. Tous les évacuans augmentent & confirment ce mal. °. Les résolutifs & les attenuans le rendent plus fâcheux. °. Les martiaux corroborans causent quelquefois au commencement de grands troubles. °. Les volatils & les âcres, donnés à une trop forte dose, sont souvent suivis de convulsions. Les relâchans, & sur-tout les anodins, ont coutume de diminuer les symptômes, mais ils ne guérissent point la maladie, & l’usage qu’on en fait fréquemment pour calmer les douleurs, rend d’ordinaire le mal incurable. La méthode curative change suivant les causes & les tems ; car dans le paroxysme, on doit se proposer pour but de calmer les mouvemens déréglés, en employant les anodins, les volatils, les aromatiques, combinés avec les résineux nervins ; mais hors du paroxysme, la foiblesse qui est survenue peu-à-peu, doit être traitée par les corroborans ; il convient aussi d’y recourir pour empêcher le progrès de la dissolution des humeurs ; il faut les joindre aux antiseptiques échauffans, pour s’opposer à une corruption spontanée ; les mêmes remedes corrigent la crudité de l’acrimonie ; on commencera par les plus doux, donnés à petite dose, & on les continuera long-tems : mais de crainte que la nature ne s’accoutume au même remède, il convient de les changer, en conservant toujours la même indication curative. Si la constipation survient aux malades, il faut, pour la guérir, joindre aux remèdes qu’on vient d’indiquer les purgatifs anodins. ( D. J .) ​ ​"
"v11-1823-0","ORTHOPNÉE , s. f. ( Médec. ) ​ ​ respiration courte, laborieuse, bruyante, laquelle ne se peut faire que la tête & le thorax élevés. Ces attaques sont différentes les unes des autres & périodiques. Le mot orthopnœa , ὀρθόπνοια , orthopnée , vient de ὀρθός , droit ou élevé , & de πνέω , respirer ; en effet, c’est une maladie dans laquelle on est obligé d’avoir le cou dans une situation droite & élevé pour respirer. La nécessité de cette posture vient de la grande difficulté de la respiration : dans toute autre situation, le malade risqueroit d’être suffoqué. Cette difficulté de respirer a pour cause ordinaire l’étroitesse des poumons & de leurs vaisseaux, occasionnée par une inflammation, ou par quelque humeur contenue dans les cavités de ce viscere. Galien dit, comm. II. in Proreht . qu’Hippocrate & tous les autres Médecins entendent par l’ orthopnée , cette espece de dyspnée dans laquelle les malades se sentent suffoqués, lorsqu’ils sont couchés à plat, & ne peuvent toutefois se tenir la poitrine élevée, sans avoir quelque appui sous leur dos. La trachée artere, continue-t-il, qui commence au larynx, & qui se distribue dans les poumons, se dilate ainsi que le cou, lorsque la poitrine est dans une posture elevée. Toutes ses branches dispersées dans la substance des poumons, partagent en même tems cette dilatation, & la capacité intérieure de ce viscere en est nécessairement augmentée. De-là vient qu’il y a dans la péripneumonie, & dans toutes les affections nommées asthmatiques , une orthopnée . Elle arrive aussi nécessairement dans l’esquinancie violente, & lorsque les muscles internes du larynx, étant enflammés, gênent le passage de la respiration. Dans cette maladie, l’étroitesse des parties étant augmentée par la situation horisontale, la respiration se fait avec plus de peine. Galien expliquant, comm. IV. in lib. de ratione vict. in acut . ce qu’Hippocrate entend par orthopnée seche , dit que c’est une sorte de dyspnée dans laquelle le malade ne tousse ni ne crache, mais respire avec tant de peine, qu’il risqueroit d’être suffoqué s’il étoit couché horisontalement. Nous lisons, lib. VII. Epid . que la sœur d’Harpalide, grosse de quatre ou ​ cinq mois, fut tourmentée d’une toux seche, d’une orthopnée , & de tems à autre d’une suffocation si dangereuse, qu’elle étoit obligée de se tenir toûjours assise sur son lit, & de dormir dans cette posture ; que cette indisposition dura environ deux mois, au bout desquels elle guérit par des crachats d’une grande quantité de matiere cuite & blanchâtre ; & qu’elle fut dans la suite heureusement délivrée d’une fille. L’ orthopnée peut naître de toute maladie capable d’affecter quelque partie de la poitrine, sur-tout le cœur, les grosses arteres, & les poumons. Entre ces maladies, on peut compter l’inflammation du poumon, les tubercules, les vomiques, les différentes matieres polypeuses, plâtreuses, pituiteuses, purulentes, toute tumeur inflammatoire, érésipélateuse, suppurante, skirrheuse, dans le larynx, dans les poumons, dans la poitrine, l’adhérence des poumons avec la plevre, &c . Ces causes notables se manifestent seulement dans la dissection des cadavres ; on tâchera néanmoins pendant la vie d’adoucir les maux de ce genre, dont l’ orthopnée résulte infailliblement. Il arrive quelquefois que dans les maladies aiguës, putrides, varioleuses, scarlatines, l’ orthopnée annonce une crise ; alors il faut aider la respiration par la saignée, par une abondante boisson antiphlogistique, par la dérivation de la matiere qui lese la respiration. L’ orthopnée qui procede d’une surabondance d’humeurs visqueuses, pituiteuses, cacochymes, scorbutiques, &c . exige l’évacuation de ces humeurs, & leur correction par les résineux, les balsamiques, & les pectoraux appropriés. Quand l’ orthopnée vient par métastase dans le rhumatisme, la goutte arthritique, les maladies de la peau, la suppression de quelqu’humeur morbifique, il s’agit de procurer la dérivation aux parties ordinaires, ou former des émonctoires artificiels. L’ orthopnée qui doit sa naissance à la sympathie dans les maux de nerfs, dans la passion hystérique & hypocondriaque, requiert qu’on appaise les spasmes, & qu’on facilite la respiration par les anodins, les nervins, & les adoucissans. ( D. J .) ​ ​"
"v11-1946-0","OTALGIE , s. f. ( Médec. ) ​ ​ Une douleur d’oreille quelconque peut s’appeller otalgie , mais sur-tout si celle qu’on ressent à cette partie est intérieure & violente. La douleur interne de l’oreille qui vient à la suite de quelque inflammation, est dangereuse ; on la diminue par la saignée, & ensuite par l’évacuation du pus ; il faut y appliquer les émolliens antiphlogistiques, & relâcher le ventre. Il faut dessécher l’érésipele à la faveur des absorbans secs, & de l’application des doux astringens. Si c’est un catarre ou l’écoulement de quelqu’humeur tenue & âcre, qui produit la douleur d’oreille, il faut détremper cette humeur & l’adoucir par des lotions émollientes, chasser la matiere par les vésicatoires, les ventouses, & en faire la dérivation sur une autre partie en lâchant le ventre. ( D. J .) ​ ​"
"v11-224-3","Navigation , ( Méd. ) ​ ​ comme on entend ordinairement par ce terme, la maniere de voyager sur mer , il doit être question ici des effets qu’elle produit relativement à la santé. La plûpart des personnes qui ne sont point accoutumées aux différens mouvemens d’un vaisseau, ne tardent pas d’en éprouver des incommodités, des indispositions considérables : savoir d’abord, des tournemens de tête, des vertiges ; ensuite des nausées, des vomissemens très-fatiguans, qui sont des effets à-peu-près semblables à ceux qu’éprouvent bien des gens, lorsqu’ils sont portés à-rebours dans une voiture roulante, ou après avoir tourné, marché en rond ; ce qu’on ne peut attribuer qu’à la trop grande mobilité du genre nerveux, telle qu’elle se trouve dans les femmes hystériques, & dans les hommes d’un tempérament sensible, délicat. Ainsi on peut regarder ces différens accidens comme provenans d’une même cause dans tous ces cas ; on peut, par conséquent, regarder cette cause comme étant de la même nature que celle des vapeurs. Voyez Vapeurs . La navigation (c’est-à-dire les voyages en mer) est mise au nombre des choses qui contribuent le plus à établir la disposition au scorbut. Voyez Scorbut . Les mauvais effets que produit souvent la navigation ​ sont incontestables ; il n’en est pas de même des bons effets que quelques auteurs lui ont attribué pour la conservation de la santé, ou pour son rétablissement. Van Helmont prétend, Tr. blas. human. n. . tr. aliment. tartar. in santic. n. . que ceux qui ne sont pas incommodés de l’air de la mer, ou du mouvement du vaisseau, ont le double & le triple de l’appétit qui leur est ordinaire sur terre. Selon Sthaal, in prop. emptico. ad disput. in augur. de fundam. pathol. practic . d’après Pline, Celse & Cœlius Aurelian, les voyages par mer, & même de longs cours, sont fort utiles pour la guérison de la pthisie, de l’hectisie, du marasme ; c’est un grand remede dans ces contrées, très-vanté par les anciens, mais en faveur duquel les modernes ne rapportent rien d’assuré. Voyez Lexic. Castell ."
"v11-240-0","NAUSÉE s. f. ( Médec. ) ​ ​ l’aversion qu’on a pour tous les alimens, ou pour certains alimens en particulier, s’appelle dégoût ; c’est un symptome qui semble composé du défaut du vice de l’appétit & de la nausée . Si l’on a pris des substances pourries, corrompues, rances, nidoreuses, visqueuses, grasses, oléagineuses, dégoutantes, il les faut éviter dans la suite, & les chasser du corps soit par le vomissement, soit par les selles. Si la corruption des humeurs de la bouche, des narines, des dents, du gosier ; si la matiere capable de causer des catharres, des aphthes, vient à produire cette maladie, on évite la déglutition de ces humeurs viciées ; on la détourne autre part ; on se lave fréquemment la bouche avec les antiseptiques. Quand le ventricule & le pancréas sont remplis d’un suc morbifique, & qu’une bile de mauvaise qualité vient à couler dans le premier de ces visceres, & qu’il s’y trouve en même-tems un amas de cacochylie crue, il faut employer les évacuans pour chasser par haut & par bas toutes ces matieres, ensuite recourir aux stomachiques pour empêcher qu’elles ne se reforment de nouveau. La nausée qui vient sur mer, ou lorsqu’on est en voiture sur le devant d’un carrosse fermé, ou celle qui est la suite de quelqu’autre mouvement extraordinaire & de quelque passion de l’ame, se dissipe en ôtant les causes, en changeant de position, en prenant les acides, &c . mais elle est dangereuse dans la lienterie, la dyssenterie, le cholera ; il la faut alors traiter par les anodins stomachiques. Celle qui accompagne les fievres aiguës, ardentes, érésipélateuses, putrides, purulentes, malignes, hectiques, la phthysie, la goutte des piés, est un fâcheux symptome qui demande ordinairement les acides agréables, les délayans & les anodins ; mais ce ne sont là que des remedes palliatifs. Dans la constipation, la suppression d’un ulcere, ou de quelqu’autre évacuation ordinaire, il convient de rétablir l’évacuation, ou d’en procurer une autre qui fasse le même effet. En général les présages varient autant que les causes. Dans cette maladie on doit attendre que le sujet qui en est constamment attaqué, prendra moins d’alimens que de coutume, qu’il en résultera une mauvaise chylification, la maigreur du corps, la foiblesse, le dépérissement sensible de toute la machine, & finalement sa destruction. ( D. J. ) ​ ​"
