"numeroArticle","texteArticle"
"v7-113-0","FORFAIRE , v. n. ( Jurisprud. ) ​ ​ foris facere , signifie délinquer, faire quelque chose hors de la regle & contre la loi . Forfaire son fief, sa seigneurie, ou justice , dans les coûtumes de Vitry, Sens, Haynault, & Cambray, signifie le commettre ; c’est-à-dire que le vassal encourt la commise de son fief. Forfaire signifie aussi quelquefois confisquer , comme forfaire le doûaire, dans les coûtumes de Clermont, Mons, &c. Forfaire l’amende , dans les coûtumes de Béthune, de Lille, & de Namur ; c’est encourir l’amende. Se forfaire , signifie délinquer ; coût. de Bretagne, art. . ( A ) ​ ​"
"v7-141-0","FORMÉE , adj. f. pris substantivement , ( Jurispr. ) ​ ​ ce terme s’applique à plusieurs objets différens. Dans l’ancienne coûtume de Chauny, art. . les formées sont les services que l’on fait pour un défunt ; ce qui vient sans doute de ce qu’il n’y a que la forme ou représentation d’un défunt. Partie formée , dans quelques coûtumes, signifie partie civile en matiere criminelle. Voyez Haynaut, ch. xxj . Larue d’Indre, art. . Bourdelois, art. . Office formé , c’est-à-dire qui est créé pour subsister à perpétuité, avec tous les caracteres d’un véritable office. Voyez Office . ( A ) ​ ​"
"v7-1452-7","Greffiers des Batimens , qu’on appelle aussi Greffiers des Experts , ou Greffiers de l’Ecritoire , sont des personnes établies en titre d’office pour rédiger par écrit tous les rapports des experts jurés ; tels que les visites, alignemens, prisées, & estimations, & autres actes que font les experts, en garder la minute, & en délivrer des expéditions à ceux qui les en requierent. On les appelloit anciennement clercs des bâtimens , ou de l’écritoire . Le premier office de cette espece fut créé pour Paris par édit du mois d’Octobre , registré le Mars . ​ Par un édit du mois d’Octobre , on en créa cinq pour Paris. On en créa aussi dans les autres villes du Royaume. Il y eut encore différentes créations & suppressions jusqu’au mois de Mai , qu’on en créa quatre pour Paris, outre les qui existoient alors. Mais le nombre en a été depuis réduit à , comme il est présentement. Le même édit du mois de Mai supprima tous les offices des greffiers de l’écritoire , crées anciennement pour les provinces ; & en créa deux nouveaux dans les villes où il y a parlement, chambre des comptes, ou cour des aides, & un dans chaque ville où il y a bureau des finances ou présidial. L’édit du mois de Juillet suivant en créa un dans chaque ville où il y a bailliage, sénéchaussée, ou autre siége royal. Il y a encore eu depuis diverses créations & suppressions de ces sortes d’offices. Voyez les édits du mois de Novembre , Mars , Août . ( A ) ​ ​"
"v7-197-1","Fouet , ( Jurispr. ) ​ ​ est une des peines que l’on inflige aux criminels. L’usage en est fort ancien ; il avoit lieu chez les Juifs, chez les Grecs & les Romains ; & il en est souvent parlé dans les historiens du bas empire. Cette peine étoit reputée legere chez les Romains ; elle n’emportoit aucune infamie, même contre des hommes libres & ingénus. En France elle est reputée plus legere que les galeres à tems, & plus rigoureuse que l’amende honorable & le bannissement à tems ; ordonnance de , tit. xxv. art. . elle emporte toûjours infamie. Le fouet se donne sur les épaules du criminel à nud ; autrefois on le donnoit avec des baguettes, avec des escourgées ou fouets faits de courroies & lanieres de cuir avec des plombeaux, des scorpions ou lanieres garnies de pointes de fer comme la queue d’un scorpion ; présentement on ne le donne plus qu’avec des verges, dont on frappe plusieurs coups & à différentes reprises, dans les places publiques & carrefours, suivant ce qui est ordonné. C’est l’exécuteur de la haute-justice qui foüette les criminels hors de la prison ; mais lorsqu’un accuse detenu prisonnier n’a pas l’âge compétent pour lui infliger les peines ordinaires, ou lorsqu’il s’agit de quelque leger délit commis dans la prison, on condamne quelquefois l’accusé à avoir le fouet sous la custode, sub custodia , c’est-à-dire dans la prison : auquel cas ce n’est pas l’exécuteur de la haute justice qui doit donner le foüet , mais le questionnaire s’il y en a un, ou un geolier, ce qui est moins infamant. La Rocheflavin, liv. II. tit. x. rapporte un arrêt du parlement de Toulouse, du Juillet , portant qu’un prisonnier de la maison-de-ville seroit fustigé avec des verges par un sergent, & non par l’exécuteur de la haute justice, & feroit un tour seulement dans la maison-de-ville. Autrefois en quelques endroits c’étoit une femme qui faisoit l’office de bourreau pour fustiger les femmes. Voyez ce qui en a été dit au mot Exécuteur . Anciennement lorsque l’Eglise imposoit des pénitences publiques, le pénitent étoit fouetté jusqu’au pié de l’autel. C’est ainsi que fut traité Raymond, comte de Toulouse, petit-fils du premier de ce nom ayant été soupçonne de favoriser les hérétiques, Innocent III. mit ses terres en interdit, & les abandonna au premier occupant ; le comte implora la clemence du pape, & crut que c’étoit assez de s’être humilié ; mais le légat l’obligea de venir à la porte de l’église, & l’ayant fait dépouiller de tous ses habits à la vue d’une nombreuse populace, il le foüetta de verges jusqu’à l’autel, où il reçut l’absolution. Voyez les annales de Toulouse de la Taille. ​ ​ Le juge d’église, selon la disposition canonique, pouvoit condamner ses justiciables au foüet . Dans la primitive Eglise les clercs souffroient la correction du foüet pour l’amendement de leurs fautes. Ils pouvoient y être condamnés judicio episcopali , comme on peut l’inférer du canon cum beatus distinct . . du canon non liceat distinct . . & autres ; Hilarius sous-diacre ayant accusé faussement un diacre, & les juges s’étant contentés d’absoudre l’accusé, le pape ordonna que l’accusateur seroit dépouillé de son office, qu’il seroit foüetté de verges publiquement, & envoyé en exil ; cap. j. de calumniat . Les canonistes ont tous conclu de-là que le juge d’église peut condamner au foüet , pourvû que ce ne soit pas jusqu’à effusion de sang ; néanmoins les juges d’église ont rarement prononcé de telles condamnations. Bernard Diaz, dans sa pratique criminelle, chap. cxxxiij. prétend que les juges d’église peuvent sans encourir aucune irrégularité, condamner au foüet , quoiqu’il y ait communément effusion de sang ; parce que, dit-il, cette effusion de sang n’est pas ordonnée, & ne procede pas principalement du jugement, mais d’accident, & ex post facto . Cette distinction paroîtra sans doute plus subtile que solide. Aussi Ignatius Lopez qui a commenté l’auteur que l’on vient de citer, observe que ce n’étoit guere qu’en Espagne où les juges d’église ordonnoient cette peine, & que depuis ans il n’avoit point vû dans la ville de Alcala de Henares que les officiaux eussent condamné personne au foüet . Julius Clarus dit aussi que dans l’état de Milan, les juges d’église ne condamnoient point les coupables au foüet . En France autrefois, les juges d’église condamnoient quelquefois au fouet , mais c’étoit abusivement ; & cela ne se pratique plus : l’église ne pouvant infliger aucune peine afflictive. Il a néanmoins été jugé par arrêt du Août , rapporté dans Bardet, qu’un bénéficier-juge n’avoit pas encouru d’irrégularité pour avoir condamné au foüet , parce que cette peine, quoiqu’afflictive, n’ôte point la vie, & n’est pas dans le cas de celles que l’Eglise abhorre. ( A ) ​ ​ Foüet sous la custode , c’est lorsqu’on le donne dans la prison ; on condamne à cette peine les enfans au-dessous de l’âge de puberté, qui ont commis quelque delit grave. ( A ) ​ ​"
"v7-248-0","FOURNISSEMENT , s. m. ( Jurispr. ) ​ ​ c’est le sequestre de la chose contentieuse en matiere possessoire & de complainte, & le rétablissement des fruits qui doit être fait ès mains du commissaire. Voyez les coûtumes de Bourbonnois, art. . Poitou, . édit de Charles VII. de , art. . de Charles VIII. en , art. . Fournissement de complainte signifie la même chose ; & sentence de fournissement est le jugement qui ordonne le rétablissement des fruits. Voyez l’édit de Charles VII. de , art. . de Louis XII. en , art. . & en , art. . d’Henri II. en , art. . Style des cours & ordonnances du duc de Bouillon, art. . ( A ) ​ ​"
"v7-45-3","Fonds , est pris souvent pour l’héritage tout nud, c’est-à-dire abstraction faite des bâtimens qui peuvent être construits dessus ; les bois de haute-futaie & les fruits pendans par les racines font partie du fonds . On distingue quelquefois le fonds de la superficie de l’héritage ; mais la superficie suit le fonds , suivant la maxime superficies solo cedit . Quand on veut exprimer que l’on cede non-seulement la superficie d’une terre, mais aussi tout le fonds , sans aucune réserve, on cede le fonds & très-fonds de l’héritage, c’est-à-dire jusqu’au plus profond de la terre, de maniere que le propriétaire y peut fouiller comme bon lui semble, en tirer de la pierre, du sable, &c. ( A ) ​ ​"
"v7-52-7","Fondation royale , est celle qui provient de la libéralité de nos rois. Les évêchés & la plupart des abbayes sont de fondation royale ; dans le doute à l’égard des abbayes, on présume en faveur du Roi. Il y a aussi des collégiales & autres églises de fondation royale ; pour la fondation des chapelles & autres bénéfices simples, le Roi n’a pas besoin de recourir à la jurisdiction ecclésiastique pour les autoriser ; il en seroit autrement s’il s’agissoit d’établir des bénéfices ayant charge d’ame ou jurisdiction spirituelle : il faudroit en ce cas l’autorité de l’église & l’institution de l’évêque. Bibliot. can. tom. I. p. . Il y a aussi des colléges & autres établissemens séculiers qui sont de fondation royale . ( A ) ​ ​"
"v7-567-11","Gage prétorien , pignus prætorium , étoit chez les Romains celui qui se contractoit, lorsque par l’édit du préteur, c’est-à-dire en vertu d’un mandement & commission du magistrat, ce que l’on appelloit autore prætore , le créancier étoit mis en possession des biens de son débiteur, quoiqu’il n’eût stipulé sur ces biens aucune hypotheque. Cette mise en possession se fait avant la condamnation du débiteur ou après. Elle s’accordoit avant la condamnation, à cause de la contumace du débiteur, soit in non comparendo, aut in non satis dando ; elle s’accordoit après la condamnation lorsque le débiteur se cachoit de peur d’être emprisonné faute de payement, suivant la loi des douze tables. Dans les actions réelles cette mise en possession ne s’accordoit que sur la chose contentieuse seulement, au lieu que dans les actions personnelles elle se faisoit sur tous les biens du débiteur ; mais Justinien la modéra ad modum debiti , comme il est dit en l’authentique & qui jurat , inserée au code de bonis autor. jud. possid . C’est pourquoi depuis Justinien, cette mise en possession fut fort peu pratiquée, parce que l’usage du gage judiciel fut trouvé plus commode, attendu qu’il étoit plûtôt vendu, & avec moins de formalité. Le gage prétorien ne s’accordoit que quand le débiteur étoit absent, & qu’il se cachoit pour frauder ses créanciers, suivant ce qui est dit dans les deux dernieres lois au code de bonis autor. jud. poss . II avoit lieu aussi après la mort du débiteur quand il n’y avoit point d’héritier, suivant la loi pro debito au même titre ; car tant qu’on trouvoit la personne, on ne s’attaquoit jamais aux biens. En France le gage prétorien n’est nullement usité. Voyez Loyseau, tr. du déguerpiss. liv. III. ch. j. n. . & . ( A ) ​ ​"
"v7-567-6","Gage judiciaire ou judiciel , pignus judiciale , c’est lorsque les biens d’un homme sont saisis par autorité de justice ; ils deviennent par-là obligés à la dette. Chez les Romains le gage judiciel étoit à-peu-près la même chose que le gage prétorien ; en effet Justinien les confond l’un avec l’autre dans la loi derniere, au code de prætorio pignore : pignus , dit-il, quod à judicibus datur quod & prætorium nuncupatur ; il y a cependant plusieurs différences entre le gage judiciel & le gage prétorien. Le gage judiciel proprement dit, étoit celui que l’exécuteur ou appariteur prenoit par autorité de ​ justice pour mettre la sentence à exécution. Loyseau le définit quod in causam judicati ex bonis condemnati extra ordinem capit executor jussu & autoritate magistratus ; sur quoi il ajoûte que c’étoit le magistrat qui avoit donné le juge, & non pas le juge qui avoit rendu la sentence. On exécutoit une sentence en trois manieres ; ou par emprisonnement, transactis justis diebus , suivant la loi des tables, & c’étoit la seule exécution connue dans l’ancien droit ; ou quand le débiteur étoit absent & qu’on ne pouvoit le prendre, on se mettoit en possession de ses biens ex edicto prætoris , ensuite on les faisoit vendre, ce qui notoit d’infamie le débiteur. Depuis pour sauver au débiteur la rigueur de la prison ou de l’infamie, on inventa une forme extraordinaire, qui fut de demander au magistrat un exécuteur ou appariteur pour mettre la sentence à exécution ; lequel exigebat, capiebat, distrahebat & addicebat bona condemnati secundum ordinem constitutionis de pii . c’est-à-dire qu’il faisoit commandement de payer, & pour le refus saisissoit, puis vendoit & adjugeoit d’abord les meubles, ensuite les immeubles, & en dernier lieu les droits & actions. Cette façon d’exécuter les sentences fut appellée gage judiciel . Pour connoître plus amplement la différence qu’il y avoit entre le gage judiciel & le gage prétorien, on peut voir ce qui est dit ci-après à l’article Gage prétorien , & ce qu’en dit Loyseau, tr. du déguerpissem. liv. III. ch. j. n°. . ( A ) ​ ​"
"v7-732-39","Garde-gardienne , ce sont des lettres accordées par le roi à des abbayes, chapitres, prieurés, & autres églises, universités, colléges, & autres communautés, par lesquelles le roi déclare qu’il prend en sa garde spéciale ceux auxquels il les accorde, & pour cet effet leur assigne des juges particuliers, pardevant lesquels toutes leurs causes sont commises ; le juge auquel cette jurisdiction est attribuée, s’appelle juge conservateur de leurs priviléges . Ceux qui ont droit de garde-gardienne peuvent, en vertu de ces lettres, attirer leur partie adverse qui n’a point de privilége plus éminent, hors de la jurisdiction naturelle, soit en demandant ou défendant, pourvû que les lettres de garde-gardienne ayent été vérifiées au parlement où le juge conservateur ressortit. On entend quelquefois par le terme de garde-gardienne , le privilége résultant des lettres d’attribution. L’usage des gardes-gardiennes est fort ancien, surtout pour les églises cathédrales, & autres de fondation royale, que nos rois ont toujours prise sous leur protection ; ce que l’on appelloit alors simplement garde ou sauve-garde , ou bien garde royale . Dans la suite on se servit du terme de garde-gardien- ​ ne , soit parce que cette garde étoit administrée par un gardien ou juge conservateur, ou bien pour distinguer cette espece particuliere de garde , de la garde royale des enfans mineurs qui a lieu en Normandie. Les priviléges de garde-gardienne furent confirmés par l’ article de l’édit de Cremieu, qui veut que les baillifs & sénéchaux ayent la connoissance des causes & matieres des églises de fondation royale, auxquelles ont été & seront octroyées des lettres en forme de garde-gardienne , & non autrement. Cet article a été confirmé par l’ article d’un édit du mois de Juin , qui restraint cependant les priviléges des gardes-gardiennes , en ce qu’il ordonne qu’il n’y aura que ceux qui sont du corps commun de l’église à laquelle elles ont été accordées, qui en jouiront, & qu’elles ne s’étendront pas aux bénéfices étant de sa collation. L’ordonnance de , titre des committimus & gardes-gardiennes , ordonne, article , que les églises, chapitres, abbayes, prieurés, corps & communautés qui prétendent droit de committimus , soient tenus d’en rapporter les titres pour être examinés, & l’extrait envoyé aux chancelleries près les parlemens, & que jusqu’à ce il ne leur soit expédié aucunes lettres. L’ article permet aux principaux des colléges, docteurs, régens, & autres du corps des universités qui tiennent des pensionnaires, de faire assigner de tous les endroits du royaume, par-devant le juge de leur domicile, les redevables des pensions & autres choses par eux fournies à leurs écoliers, sans que leurs causes en puissent être évoquées ni renvoyées devant d’autres juges, en vertu de committimus ou autre privilége. L’ article suivant porte, que les recteurs, régens & lecteurs des universités exerçant actuellement, ont leurs causes commises en premiere instance devant les juges conservateurs des priviléges des universités, auxquels l’attribution en a été faite par les titres de leur établissement ; & qu’à cet effet il sera dressé par chacun an un rôle par le recteur de chaque université, pour être porté aux juges conservateurs de leurs priviléges. Les écoliers étudians dans une université, ont un autre privilége qu’on appelle privilége de scholarité. Voyez Scholarité , Committimus , Conservateur , Conservation . ( A ) ​ ​"
"v7-732-57","Garde-marteau , est un officier établi dans chaque maitrise particuliere des eaux & forêts, pour garder le marteau avec lequel on marque le bois que l’on doit couper dans les forêts du roi. Quand on fait des ventes, il assiste aux audiences en la chambre du conseil, & au jugement des affaires, où il a voix délibérative avec les autres officiers ; & en leur absence il administre la justice. Il doit vaquer en personne au martelage, & ne peut confier son marteau à autrui, sinon en cas d’empêchement légitime. Il assiste aux visites des grands-maîtres, à celles des maîtres particuliers. & autres officiers. Il en fait aussi de particulieres. Voyez l’ordonnance des eaux & forêts, tit. vij . ( A ) ​ ​"
"v7-732-59","Gardes des Ports et Passages , sont des personnes établies pour empêcher que l’on ne fasse entrer ou sortir quelque chose contre les ordonnances. ​ ​ Ils sont nommés dans quelques ordonnances, gardes des passages & détroits . Les baillifs & sénéchaux avoient anciennement le droit d’établir de ces gardes sur les ports & passages des frontieres du royaume, aux lieux accoûtumés, pour empêcher que l’on ne fit sortir de l’or & de l’argent hors du royaume, ou que l’on n’y fît entrer de la monnoie fausse ou contrefaite. Ces gardes avoient la cinquieme partie des confiscations. Ils avoient au-dessus d’eux un maître ou garde général des ports & passages , qui fut supprimé en . ( A ) ​ ​"
"v7-82-6","For de Bearn , ou Fors , ce sont les coûtumes de ce pays. Le for général de Bearn fut confirmé en par Gaston IV. en la même année où il succéda à Centule son pere. Ainsi c’est par erreur que la confirmation de ce for est communément attribuée à Gaston VII. troisieme seigneur de la maison de Moncade. C’est ce que remarque M. de Marca. Il y avoit aussi en Béarn des fors particuliers, tel que celui de Morlas, capitale de Béarn, celui d’Oleron, & le for des deux vallées d’Ossan & d’Aspe. Les sujets des différentes parties du Béarn étoient distingués par ces fors ; les uns étoient appellés Béarnois , les autres Mortanois , les autres Ossalois & Aspois . Marguerite de Béarn ordonna en que le for général de Béarn, & les autres fors particuliers seroient rédigés en un corps ; que les établissemens & réglemens faits par les seigneurs & leur cour majeure avec les arrêts de cette cour, ceux de la cour souveraine de Morlas, & les usages observés dans tout le pays, seroient compris dans ce volume. Il fut ensuite augmenté des réglemens faits par les comtes Matthieu, Archambaud, Jean & Gaston ; & les praticiens ayant distribué ce livre en titres, & ayant fait une mauvaise conférence d’articles tirés tant du for général que de celui de Morlas, des jugemens & usages, ils le rendirent si obscur qu’Henri d’Albert, II. du nom, roi de Navarre, & seigneur de Béarn, ordonna en que ces lois ou fors seroient corrigés & rédigés en meilleur ordre, du consentement des états du pays. Voyez M. de Marca, hist. de Béarn, liv. V. ch. j. ( A ) ​ ​"
"v7-976-0","GERMAIN , adj. ( Jurispr. ) ​ ​ est une qualité que l’on donne à certains parens, & qui a deux significations différentes. On dit freres & sœurs germains , pour exprimer ceux qui sont conjoints des deux côtés, c’est-à-dire qui sont procréés des mêmes pere & mere. On appelle cousins-germains , les enfans des deux freres, ou des deux sœurs, ou d’un frere & d’une sœur. Cousins issus de germain , sont ceux qui sont éloignés d’un degré de plus que les cousins- germains. Voyez Freres & Cousins . ( A ) ​ ​"
"v8-1044-35","Homme de vigne est une certaine étendue de terre plantée en vigne, égale à ce qu’un homme laborieux peut communément façonner en un jour. l’ homme de vigne contient ordinairement seps ou un demi quartier, mesure de Paris. Cette maniere de compter l’étendue des vignes par hommes ou hommées , est usitée dans le Lyonnois & dans quelques autres provinces. En quelques endroits de Champagne, il faut douze hommes de vigne pour faire un arpent de cent cordes, de vingt piés pour corde : dans d’autres l’arpent n’est divisé qu’en huit hommes . ( A ) ​ ​"
"v8-2307-0","INDICES , s. m. pl. ( Jurisprud. ) ​ ​ sont des circonstances en matiere criminelle, qui font penser que l’accusé est coupable du crime dont il est prévenu ; par exemple s’il a changé de visage, & a paru se troubler lorsqu’on l’a rencontré aussi-tôt après le délit ; s’il a paru s’enfuir ; si on l’a trouvé les armes à la main, ou qu’il y eût du sang sur ses habits ; ce sont là autant d’ indices du crime. Les contradictions même dans lesquelles tombent les accusés, forment aussi une espece d’ indice . Mais tous ces indices , en quelque nombre qu’ils soient, ne forment pas des preuves suffisantes pour condamner un accusé ; ils font seulement naître des soupçons & plusieurs indices qui concourent, peuvent être considérés comme un commencement de preuve qui détermine quelquefois les juges à ordonner un plus amplement informé, même quelquefois à condamner l’accusé à subir la question s’il s’agit d’un crime capital ; ce qui ne doit néanmoins être ordonné qu’avec beaucoup de circonspection, attendu que les indices les plus forts sont souvent trompeurs. On en a vu des exemples bien sensibles dans les affaires de Lebrun & du sieur Langlade. Charondas, l. IX. chap. . rapporte aussi le cas d’un mari que la Cour étoit sur le point de condamner à mort, comme ayant tué sa femme, laquelle heureusement pour lui fut alors représentée. ( A ) ​ ​"
"v8-2324-0","INDIRE , ( Jurisprud. ) ​ ​ ou DROIT D’INDIRE AUX QUATRE CAS , est un privilege qui appartient à certains seigneurs, de doubler leurs rentes & le revenu de leurs terres en quatre cas différens, lesquels, suivant la coutume de Bourgogne, sont le voyage d’outremer, le cas de la nouvelle chevalerie, si le seigneur est prisonnier de guerre, & le mariage d’une fille du seigneur. Ce terme paroît venir du latin indicere , qui signifie assigner, imposer ; on disoit indicere vectigalia . M. le Prince fit lever en , pour l’année suivante, le droit d’ indire , dans son comté de Charolois, pour le mariage de Madame la duchesse du Maine. Ce droit étoit autrefois assez commun, mais présentement il y a peu de seigneurs qui en jouissent : il reçoit différens noms, selon les pays. Voyez le titre des fiefs de M. Guyot, tom. VI. tit. de la taille au quatre cas, chap. j . ( A ) ​ ​"
"v8-2521-0","INSINUATION , s. f. ( Jurisprud. ) ​ ​ appellée en Droit publicatio seu in acta relatio , est parmi nous l’enregistrement ou la transcription qui se fait dans un registre public destiné à cet usage, des actes qui doivent être rendus publics, afin d’éviter toute surprise au préjudice de ceux qui n’auroient pas connoissance de ces actes. La premiere origine de l’ insinuation vient des Romains. Les gouverneurs des provinces avoient chacun près d’eux un scribe appellé ab actis seu actuarius , qui ressembloit beaucoup à nos greffiers des insinuations . Sa fonction étoit de recevoir les actes de jurisdiction volontaire, tels que les émancipations, adoptions, manumissions, & notamment les contrats & testamens qu’on vouloit insinuer & publier. On formoit de tous ces actes un registre séparé de celui des affaires contentieuses. On faisoit alors insinuer volontairement presque tous les contrats & testamens, d’autant que les contrats reçus par les tabellions ne faisoient pas alors une foi pleine & entiere jusqu’à ce qu’ils eussent été vérifiés par témoins ou par comparaison d’écritures ; pour éviter l’embarras de cette vérification, on les faisoit insinuer & publier apud acta . Cette insinuation se faisoit à Rome & à Constantinople apud magistrum census ; dans les provinces elle se faisoit devant le gouverneur, ou bien devant les magistrats municipaux, auxquels pour la commodité du public, on attribua aussi le pouvoir de recevoir les actes. Il falloit que cette publication se fît en jugement & en présence du juge, actis intervenientibus & quasi sub figurâ judicii ; c’est pourquoi elle est appellée publicum testimonium , & les actes que l’on publioit ainsi, qui n’étoient auparavant qu’écritures privées, devenoient alors écritures publiques & authentiques. Voyez Loyseau, des offices, liv. II. chap. v. n°. . & suivans . On étoit sur-tout obligé de faire insinuer les donations. Voyez ci-après Insinuations des Donations . En France, l’ insinuation se faisoit autrefois au greffe de la justice du lieu, où l’acte devoit être rendu public ; mais comme les greffiers ordinaires se trouvoient trop distraits par ces insinuations , on a établi des bureaux particuliers qui sont comme une annexe du greffe, & des greffiers particuliers pour faire ces insinuations . Elles sont de trois sortes ; savoir, les insinuations des donations, les insinuations ecclésiastiques, & les insinuations laïques. Les registres des insinuations sont publics, & doivent être communiqués, sans déplacer, à tous ceux qui le requierent. Voyez l’article de la déclaration du Février . ( A ) ​ ​"
"v8-2558-3","Instrument ( Jurisprud. ) ​ ​ signifie titre. Instrument public est un acte reçu par un officier public, tel qu’un notaire, greffier, ou autre officier. Ces sortes d’actes sont authentiques, & font foi lorsqu’ils sont en bonne forme. Les instrumens privés ou écritures privées, telles que les cédules ou promesses, livres de comptes, lettres missives ne sont point authentiques, & sont sujets à reconnoissance & vérification. Ce terme d’ instrument est présentement peu usité, sur-tout en parlant des écritures privées. Voyez au digeste le titre de fide instrumentorum . ( A ) ​ ​"
"v8-2581-0","INTENDIT , s. m. ( Jurisprud. ) ​ ​ terme qui vient o latin intendit , qui signifie tendre à quelque chose , se lisoit dans la pratique du palais pour exprimer certaines écritures tendantes à faire preuve de quelques faits ; c’étoit proprement l’intention des parties, e fait précis dont il s’agissoit de faire preuve. De ce intendits , on tiroit les articles sur lesquels l’enquée devoit être faite ; il en est parlé dans une ordonnance de Charles V. du Décembre , qui porte que l’on consommoit beaucoup de tems à débattre les intendits . ​ L’ordonnance de , titre xxij. art. . porte que dans les matieres où il écherra de faire des enquêtes, le même jugement qui les ordonnera, contiendra les faits des parties dont elles informeront respectivement, si bon leur semble, sans autres intendits & réponses, jugement ni commission. Cependant les intendits sont encore en usage au conseil provincial d’Artois. ( A ) ​ ​"
"v8-2640-0","INTERRUPTION , s. f. ( Jurisprud. ) ​ ​ est l’effet de quelque acte ou circonstance qui arrête le cours de la prescription, ou qui trouble quelqu’un dans sa possession. Il y a certaines circonstances, telles que la minorité, qui interrompent la prescription sans aucun acte judiciaire ni extra-judiciaire. Le trouble de fait ne forme pas une interruption de la possession & prescription, mais bien le trouble de droit, c’est-à-dire lorsqu’il y a une demande judiciaire ; car un simple acte extra-judiciaire ne forme pas une interruption civile. L’action en déclaration d’hypotheque est aussi appellée interruption. Voyez Hypotheque , Possession , Prescription , Trouble . ( A ) ​ ​"
"v8-2717-0","JOIEUX AVENEMENT , ( Jurisprud. ) ​ ​ ou droit de joïeux avenement à la couronne, se dit de certains droits dont le roi jouit à son avenement . Ces droits sont de deux sortes ; les uns utiles, les autres honorifiques. Les droits utiles sont des sommes de deniers que le roi leve sur certains corps & autres personnes. Cet usage est fort ancien, puisqu’on voit qu’en les habitans de Cambray offrirent à Charles VI. l. lors de son joïeux avenement dans cette ville. En les états généraux assemblés à Tours accorderent à Charles VIII. deux millions cinq cent mille livres, & mille livres pour son joyeux avenement , ce qui fut réparti sur la noblesse, le clergé & le peuple. Le droit de confirmation des offices & des privileges accordés soit à des particuliers, soit aux communautés des villes & bourgs du royaume, aux corps des marchands, arts & métiers où il y a jurande, maîtrise & privilege, est un des plus anciens droits de la couronne, & a été payé dans tous les tems, à l’avenement des nouveaux rois. François I. par différentes déclarations & lettres-patentes de ​ ​ l’année , Henri II. par des lettres de & , François II. par celles de & , Charles IX. par l’édit du mois de Décembre , ont confirmé tous les officiers du royaume dans l’exercice de leurs fonctions. Henri III. ordonna par des lettres patentes du dernier Juillet , à toutes personnes de demander la confirmation de leurs charges, offices, états & privileges. Par une déclaration du Décembre , Henri IV. enjoignit à tous les officiers du royaume, de prendre des lettres pour être confirmés dans leurs offices. Louis XIII. par différentes lettres patentes des années & , confirma les officiers dans leurs fonctions & droits, & accorda la confirmation des privileges des villes & communautés, & des différens arts & métiers du royaume. Louis XIV. par deux édits du mois de Juillet , & par déclaration du Octobre audit an, confirma dans leurs fonctions & privileges, tous les officiers de judicature, police & finance, les communautés des villes, bourgs & bourgades, les arts, métiers & privileges, ensemble les hôteliers, cabaretiers & autres, à condition de lui payer le droit qui lui étoit dû à cause de son heureux avenement . La perception du droit de joyeux avenement fut différée par le roi à-présent regnant, jusqu’en , qu’elle fut ordonnée par une déclaration du Septembre, publiée au sceau le . Suivant l’instruction en forme de tarif, qui fut faite pour la perception de ce droit, les offices de finance & ceux qui donnent la noblesse, devoient payer sur le pié du dernier de leur valeur, les offices de justice & police sur le pié du denier ; les vétérans des offices qui donnent la noblesse, sont taxés à la moitié des titulaires des moindres offices jouissans desdits privileges, les veuves au quart, les vétérans des autres offices au quart, leurs veuves au huitieme. On excepta les présidens, conseillers, procureurs & avocats du roi, leurs substituts & les greffiers en chef, & premiers huissiers des cours supérieures. La noblesse acquise par lettres depuis , par prevôté des marchands, mairie & echevinage, jurats, consulats, capitouls & autres offices que ceux de secrétaires du roi, fut taxée sur le pié de l. par tête, des jouissances tant pour les personnes vivantes que pour leurs ancêtres. Les octrois & deniers patrimoniaux ou subventions des villes, furent taxés sur le pié d’un quart du revenu, les foires & marchés sur le pié d’une demi-année de revenu, les usages & communes sur le pié d’une année. Les privileges, statuts & jurandes des différentes communautés des marchands & artisans, ainsi que des cabaretiers & hôteliers, furent taxés selon leurs facultés. Le franc-salé par toutes personnes, y compris les communautés ecclésiastiques, excepté les hôpitaux, payerent sur le pié de la valeur d’une année dudit franc-salé, telle que le sel se vend dans les lieux où le privilégié le leve. Pour confirmation des lettres de légitimation & de naturalité, chacun des impétrans paye l. Les domaines engagés & aliénés avant , payerent le quart du revenu, & ceux engagés depuis la moitié ; les dons, concessions, privileges, aubaines & coufiscations, une année de revenu ; les droits de moulins, forges, venneries, péages, bacs, passagers, pêches & écluses, une demi-année. Les droits honorifiques dont jouissent nos rois à leur avenement , consistent dans les nouvelles fois & hommages qui leur sont dûes, dans l’usage où ​ ils sont d’accorder des lettres de grace à des criminels, & dans le droit de disposer d’une prébende dans chaque cathédrale. Voyez l’article suivant . ( A ) ​ ​"
